"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"84","247313_at",0.650958444034622,10.163850926161,6.18167159242803,5.6710712170209e-05,0.00773516796835027,2.21247013056682,"ATSAL1","Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity."
"85","247313_at",0.650958444034622,10.163850926161,6.18167159242803,5.6710712170209e-05,0.00773516796835027,2.21247013056682,"FRY1","Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity."
"86","247313_at",0.650958444034622,10.163850926161,6.18167159242803,5.6710712170209e-05,0.00773516796835027,2.21247013056682,"HOS2","Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity."
"87","247313_at",0.650958444034622,10.163850926161,6.18167159242803,5.6710712170209e-05,0.00773516796835027,2.21247013056682,"OLD101","Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity."
"88","247313_at",0.650958444034622,10.163850926161,6.18167159242803,5.6710712170209e-05,0.00773516796835027,2.21247013056682,"RON1","Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity."
"89","247313_at",0.650958444034622,10.163850926161,6.18167159242803,5.6710712170209e-05,0.00773516796835027,2.21247013056682,"SAL1","Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity."
"90","247313_at",0.650958444034622,10.163850926161,6.18167159242803,5.6710712170209e-05,0.00773516796835027,2.21247013056682,"SUPO1","Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity."
"116","248404_at",-1.44635058004051,8.98943010457237,-6.15070192681361,5.93398912743867e-05,0.00773516796835027,2.16904747386645,"ATTPPA","homologous to the C-terminal part of microbial trehalose-6-phosphate phosphatases"
"117","248404_at",-1.44635058004051,8.98943010457237,-6.15070192681361,5.93398912743867e-05,0.00773516796835027,2.16904747386645,"TPPA","homologous to the C-terminal part of microbial trehalose-6-phosphate phosphatases"
"142","250132_at",-0.941419764115715,7.39342973931494,-6.15767259494636,5.87370080921161e-05,0.00773516796835027,2.17883415477407,"KAN","Encodes a KANADI protein (KAN) that regulates organ polarity in Arabidopsis. KAN is required for abaxial identity in both leaves and carpels, and  encodes a nuclear-localized protein in the GARP family of putative  transcription factors. Together with KAN2, this gene appears to be involved in the development of the carpel and the outer integument of the ovule.Along with KAN2 and KAN4, KAN1 appears to be required for proper regulation of PIN1 in early embryogenesis."
